timestamp,dx_rel,dy_rel,ear_left,ear_right,blink_l,blink_r,dist_cm,brightness,label
2025-12-12T16:42:22.025878,0.0159,-0.0214,0.4309,0.4889,0,0,46.0,117,CENTER
2025-12-12T16:42:22.112748,0.0255,-0.0202,0.4230,0.4810,0,0,46.2,117,CENTER
2025-12-12T16:42:22.203695,0.0228,-0.0204,0.4316,0.4860,0,0,45.8,117,CENTER
2025-12-12T16:42:22.265540,0.0209,-0.0199,0.4247,0.4947,0,0,46.0,117,CENTER
2025-12-12T16:42:22.376234,0.0164,-0.0201,0.4299,0.4790,0,0,45.6,117,CENTER
2025-12-12T16:42:22.461304,0.0091,-0.0260,0.4256,0.4931,0,0,46.0,117,CENTER
2025-12-12T16:42:22.547643,0.0003,-0.0255,0.4219,0.4935,0,0,45.8,117,CENTER
2025-12-12T16:42:22.640155,-0.0003,-0.0309,0.4308,0.4842,0,0,45.9,117,CENTER
2025-12-12T16:42:22.704497,-0.0018,-0.0298,0.4177,0.4813,0,0,46.0,117,CENTER
2025-12-12T16:42:22.806656,-0.0037,-0.0308,0.4228,0.4539,0,0,45.5,117,CENTER
2025-12-12T16:42:22.901998,0.0002,-0.0339,0.4221,0.4703,0,0,46.0,117,CENTER
2025-12-12T16:42:22.975521,-0.0007,-0.0353,0.4262,0.4424,0,0,45.4,117,CENTER
2025-12-12T16:42:23.054592,0.0025,-0.0351,0.4259,0.4528,0,0,45.3,117,CENTER
2025-12-12T16:42:27.049034,0.0162,-0.0166,0.4258,0.4635,0,0,45.8,116,CENTER
2025-12-12T16:42:27.138238,0.0150,-0.0111,0.4282,0.4698,0,0,45.3,117,CENTER
2025-12-12T16:42:27.228150,0.0199,-0.0112,0.4252,0.4693,0,0,45.7,117,CENTER
2025-12-12T16:42:27.305372,0.0150,-0.0104,0.4306,0.4627,0,0,45.2,117,CENTER
2025-12-12T16:42:27.402327,0.0066,-0.0138,0.4321,0.4760,0,0,45.5,117,CENTER
2025-12-12T16:42:27.478169,0.0111,-0.0138,0.4354,0.4647,0,0,45.2,117,CENTER
2025-12-12T16:42:27.577065,0.0099,-0.0080,0.4257,0.4498,0,0,45.3,117,CENTER
2025-12-12T16:42:27.663570,0.0034,-0.0129,0.4293,0.4603,0,0,45.3,117,CENTER
2025-12-12T16:42:27.742791,0.0108,-0.0169,0.4310,0.4719,0,0,45.6,117,CENTER
2025-12-12T16:42:27.832250,0.0084,-0.0168,0.4229,0.4603,0,0,45.5,117,CENTER
2025-12-12T16:42:27.919237,0.0037,-0.0180,0.4356,0.4648,0,0,45.5,117,CENTER
2025-12-12T16:42:27.990499,0.0061,-0.0230,0.4335,0.4930,0,0,45.6,117,CENTER
2025-12-12T16:42:28.084205,0.0033,-0.0206,0.4388,0.4736,0,0,45.5,117,CENTER
2025-12-12T16:42:28.183395,0.0032,-0.0196,0.4396,0.4704,0,0,45.7,117,CENTER
2025-12-12T16:42:28.269288,0.0049,-0.0179,0.4319,0.4806,0,0,45.6,117,CENTER
2025-12-12T16:42:28.333627,0.0089,-0.0215,0.4391,0.4738,0,0,45.7,117,CENTER
2025-12-12T16:42:28.437019,0.0075,-0.0237,0.4339,0.4678,0,0,45.3,117,CENTER
2025-12-12T16:42:28.534159,0.0047,-0.0176,0.4357,0.4642,0,0,45.3,117,CENTER
2025-12-12T16:42:28.599223,0.0058,-0.0214,0.4388,0.4672,0,0,45.6,117,CENTER
2025-12-12T16:42:28.702668,0.0065,-0.0228,0.4351,0.4796,0,0,45.3,117,CENTER
2025-12-12T16:42:28.776756,0.0077,-0.0176,0.4297,0.4722,0,0,44.9,117,CENTER
2025-12-12T16:42:28.865177,0.0125,-0.0198,0.4273,0.4848,0,0,45.4,117,CENTER
2025-12-12T16:42:28.973530,0.0163,-0.0190,0.4343,0.4662,0,0,45.4,117,CENTER
